mid,times,player_0,player_1,player_2,player_3,player_4,player_5,player_6,player_7,player_8,player_9
37705,300,12,2,7,5,27,26,17,10,3,5
37705,360,17,4,7,5,29,34,19,14,6,5
37705,420,19,4,10,7,36,36,28,18,6,7
37705,480,24,5,12,7,40,40,35,23,6,7
37705,540,28,5,17,7,49,56,38,27,6,13
37705,600,31,5,17,7,56,62,48,28,6,15
37706,60,1,4,1,4,3,1,2,2,3,1
37706,120,2,7,1,7,3,2,5,2,7,5
37706,180,2,10,1,13,7,3,9,2,14,6
37706,240,2,13,1,14,10,4,15,4,19,9
37706,300,2,17,2,17,10,4,17,9,21,14
37706,360,2,20,4,19,14,4,19,13,30,17
37706,420,2,26,8,23,16,6,21,16,36,17
37706,480,2,31,14,29,16,9,29,19,45,21
37706,540,2,38,18,35,16,12,32,23,45,28
37706,600,2,43,23,36,16,13,37,37,53,31
37707,60,1,1,5,2,1,1,1,3,1,1
37707,120,1,1,6,4,2,1,5,8,3,1
37707,180,1,1,13,5,5,1,5,15,10,1
37707,240,3,3,13,10,8,1,9,21,16,1
37707,300,4,6,15,13,12,1,17,27,19,1
37707,360,4,7,17,16,12,1,21,29,23,1
37707,420,4,10,20,19,14,1,25,35,25,1
37707,480,4,14,24,28,14,1,30,43,35,1
37707,540,7,17,26,29,15,1,32,53,40,1
37707,600,7,20,26,34,18,1,32,61,45,3
37708,60,1,5,2,1,5,2,1,1,3,1
37708,120,1,8,3,1,10,4,5,1,6,1
37708,180,3,12,5,1,16,6,10,1,7,1
37708,240,4,16,5,1,19,12,18,2,10,1
37708,300,4,20,7,1,27,18,25,2,10,1
37708,360,4,27,14,1,34,19,34,2,17,1
37708,420,4,30,15,1,39,23,39,3,17,1
37708,480,4,35,16,1,45,26,45,3,17,1
37708,540,5,39,17,1,51,27,50,3,19,1
37708,600,6,47,18,1,58,29,58,6,19,1
37709,60,1,1,2,2,2,5,1,1,2,3
37709,120,2,3,7,5,5,12,1,2,4,7
37709,180,3,3,9,12,6,15,1,2,7,10
37709,240,3,3,16,18,7,23,1,3,13,16
37709,300,8,7,16,19,8,28,1,3,14,21
37709,360,14,12,17,26,14,29,2,4,15,30
37709,420,19,12,23,35,14,37,2,4,20,35
37709,480,23,14,27,40,19,38,2,5,23,40
37709,540,26,14,28,47,25,41,3,6,24,46
37709,600,29,17,34,49,25,49,3,6,30,47
37710,60,2,1,4,2,4,1,1,4,3,1
37710,120,8,2,7,2,4,3,4,10,8,4
37710,180,16,4,10,3,8,3,5,15,12,7
37710,240,24,6,15,4,12,4,9,17,15,8
37710,300,27,9,21,5,17,5,14,27,19,8
37710,360,32,9,28,6,19,6,18,36,25,12
37710,420,41,14,31,6,21,7,24,36,25,12
37710,480,47,17,31,8,25,7,24,42,25,16
37710,540,54,17,38,8,28,7,30,42,29,16
37710,600,56,21,43,12,30,8,35,42,29,16
37711,60,1,1,1,2,1,1,3,2,1,1
37711,120,6,6,1,3,1,1,9,2,5,3
37711,180,9,9,1,5,2,1,16,5,8,4
37711,240,13,20,3,5,4,1,18,10,9,5
37711,300,15,32,5,5,5,2,23,10,13,6
37711,360,18,37,7,5,5,2,26,12,19,6
37711,420,18,42,7,7,7,2,29,15,26,6
37711,480,23,48,10,8,9,2,34,20,31,9
37711,540,23,58,15,9,12,2,38,24,40,13
37711,600,23,63,16,9,13,3,38,25,49,18
37712,60,1,3,1,1,5,3,1,1,4,1
37712,120,1,6,1,3,7,8,1,3,4,2
37712,180,2,6,1,6,16,13,1,6,4,2
37712,240,2,8,1,12,24,19,1,6,5,2
37712,300,3,14,1,13,29,23,1,8,5,5
37712,360,3,15,1,13,34,25,1,16,6,7
37712,420,5,18,2,15,38,28,1,16,6,7
37712,480,5,18,3,16,42,36,1,17,6,10
37712,540,6,21,5,17,46,39,1,20,9,10
37712,600,7,24,5,21,48,42,1,20,9,14
37713,60,1,2,3,1,1,2,3,1,1,7
37713,120,6,4,3,1,3,4,3,2,2,9
37713,180,6,5,5,4,4,6,3,2,2,15
37713,240,13,7,9,4,5,9,7,2,2,20
37713,300,18,8,12,4,5,17,8,2,2,29
37713,360,20,10,14,6,7,17,15,2,2,31
37713,420,26,12,16,7,9,19,15,2,2,31
37713,480,28,16,16,8,12,24,21,2,2,31
37713,540,34,17,20,9,12,26,24,2,2,32
37713,600,36,18,24,14,13,31,29,6,2,32
37714,60,2,4,4,4,1,1,2,2,1,3
37714,120,3,7,9,5,1,1,7,4,1,8
37714,180,3,10,10,10,4,1,12,4,1,8
37714,240,4,13,15,15,6,1,14,4,1,12
37714,300,7,14,18,17,9,1,18,6,2,14
37714,360,7,18,20,17,15,1,25,13,2,14
37714,420,7,23,24,19,16,1,30,18,2,14
37714,480,7,26,26,20,20,2,37,20,2,14
37714,540,10,26,26,20,29,2,37,23,2,14
37714,600,10,40,29,21,29,2,37,30,2,19
37715,60,4,1,5,4,3,2,2,2,1,3
37715,120,7,1,8,8,12,6,4,5,4,5
37715,180,8,2,13,12,14,6,4,12,4,12
37715,240,13,3,20,13,18,12,5,16,4,20
37715,300,15,5,28,14,21,12,6,18,6,27
37715,360,17,5,41,19,25,12,10,24,7,28
37715,420,20,5,52,23,27,17,12,29,9,37
37715,480,24,5,62,27,35,17,12,31,12,38
37715,540,29,5,65,30,42,20,12,31,14,41
37715,600,34,5,70,37,50,23,12,36,15,45
37716,60,1,1,1,7,1,3,4,1,1,2
37716,120,2,1,2,14,5,9,12,1,1,5
37716,180,2,2,4,21,8,9,19,1,1,5
37716,240,2,2,4,25,13,9,25,1,1,7
37716,300,5,2,5,29,18,15,31,2,1,8
37716,360,9,3,5,35,21,17,37,2,1,10
37716,420,20,3,8,37,25,25,41,2,1,10
37716,480,25,3,10,43,30,31,47,3,1,15
37716,540,27,8,13,43,31,37,53,3,1,17
37716,600,31,10,15,48,31,45,60,3,1,18
37717,60,3,3,3,1,1,2,2,2,2,1
37717,120,3,7,3,1,1,4,6,5,3,2
37717,180,4,12,5,1,5,4,9,5,4,2
37717,240,6,18,9,1,6,6,12,6,4,5
37717,300,7,20,9,1,6,6,13,7,4,7
37717,360,9,26,13,1,6,7,13,8,6,9
37717,420,12,30,16,1,7,8,15,8,6,9
37717,480,17,30,21,3,7,10,23,8,7,9
37717,540,19,40,21,3,7,10,29,8,7,9
37717,600,19,47,21,3,7,14,29,9,8,9
37718,60,1,3,1,1,5,4,1,1,1,5
37718,120,4,9,1,1,9,5,1,7,1,9
37718,180,4,19,1,1,14,10,1,9,1,17
37718,240,5,24,1,1,20,12,1,15,6,23
37718,300,5,28,1,1,27,15,1,21,6,31
37718,360,6,30,2,3,43,16,1,30,8,43
37718,420,8,37,2,3,57,16,1,37,15,57
37718,480,15,41,2,5,67,16,2,46,16,60
37718,540,17,49,2,6,80,19,2,53,16,67
37718,600,19,52,2,6,90,20,2,62,17,87
37719,60,1,1,3,1,1,1,1,4,2,3
37719,120,2,2,5,2,3,1,3,8,4,5
37719,180,2,3,9,2,10,2,8,12,5,7
37719,240,5,4,9,3,12,3,12,13,13,9
37719,300,7,6,10,3,15,4,16,18,16,15
37719,360,12,6,10,3,19,5,21,19,21,18
37719,420,12,8,13,3,23,6,24,19,24,23
37719,480,13,13,15,3,24,7,32,19,24,24
37719,540,14,14,15,5,24,8,39,19,24,28
37719,600,16,18,15,5,25,10,47,21,24,31
37720,60,4,1,1,1,4,1,2,1,4,4
37720,120,13,1,1,4,10,3,6,3,10,8
37720,180,17,1,1,7,18,9,7,3,18,9
37720,240,25,1,1,10,29,16,14,3,23,13
37720,300,30,3,1,13,31,18,16,3,24,18
37720,360,37,3,1,17,39,21,18,3,29,25
37720,420,42,4,1,24,42,25,21,3,31,30
37720,480,45,6,1,27,54,29,31,4,35,34
37720,540,46,7,1,27,63,31,34,7,36,37
37720,600,47,7,1,27,67,31,37,7,43,38
37721,60,2,3,3,5,1,1,1,3,1,4
37721,120,2,9,4,12,1,3,2,7,3,9
37721,180,2,18,6,18,1,3,2,7,4,15
37721,240,2,20,14,24,2,4,4,12,6,16
37721,300,2,24,19,32,2,5,4,16,6,21
37721,360,2,31,24,41,2,5,7,18,8,25
37721,420,2,38,27,48,2,5,9,18,10,25
37721,480,3,48,35,51,2,5,13,20,16,30
37721,540,3,53,42,57,4,5,18,20,17,30
37721,600,8,54,50,58,4,5,18,20,17,32
37722,60,1,3,2,4,1,1,3,1,5,4
37722,120,1,7,3,6,2,2,4,2,10,10
37722,180,1,12,7,13,2,2,6,2,14,16
37722,240,1,17,12,20,2,2,10,2,15,24
37722,300,1,20,15,27,2,2,13,2,20,29
37722,360,1,24,19,32,2,3,15,2,23,37
37722,420,1,28,25,34,2,3,20,2,26,39
37722,480,1,32,28,37,2,3,24,2,32,42
37722,540,2,37,30,42,2,3,27,3,36,48
37722,600,3,39,31,46,2,8,30,3,36,54
37723,60,1,2,2,1,4,1,1,3,2,3
37723,120,2,8,4,1,5,1,1,7,4,9
37723,180,2,12,12,1,12,1,1,8,6,16
37723,240,2,15,15,1,17,2,2,10,13,25
37723,300,2,20,19,1,24,2,2,12,18,34
37723,360,2,26,26,1,24,2,2,13,23,39
37723,420,5,30,35,1,24,2,2,18,25,43
37723,480,5,31,38,1,27,3,4,23,28,50
37723,540,10,31,46,1,29,4,4,26,37,59
37723,600,13,36,53,1,32,4,7,28,41,68
37724,60,2,2,1,1,1,1,1,2,1,1
37724,120,5,4,1,1,2,4,3,5,2,6
37724,180,10,7,1,1,6,4,3,8,2,14
37724,240,16,10,1,1,9,5,5,13,3,20
37724,300,19,14,1,3,12,7,7,18,3,25
37724,360,21,18,1,3,20,7,7,24,4,36
37724,420,24,18,1,5,21,7,7,26,4,39
37724,480,28,20,1,8,26,7,8,31,8,48
37724,540,34,24,1,12,29,7,8,34,9,57
37724,600,36,29,1,12,35,7,15,36,9,60
37725,60,2,1,3,3,1,2,1,1,3,1
37725,120,3,1,7,6,4,4,1,1,7,4
37725,180,4,5,9,9,7,6,5,1,14,5
37725,240,5,6,15,17,10,7,5,1,15,8
37725,300,6,9,18,23,13,10,6,4,19,10
37725,360,10,9,25,31,13,14,8,4,24,13
37725,420,12,13,30,35,17,18,10,4,28,14
37725,480,12,16,40,38,17,21,10,5,30,18
37725,540,13,19,43,38,18,29,10,6,32,20
37725,600,13,26,51,40,24,34,10,6,42,23
37726,60,5,3,1,4,1,3,3,1,2,1
37726,120,9,8,1,5,1,7,7,1,5,1
37726,180,16,14,1,9,5,9,8,1,10,2
37726,240,21,18,1,16,5,13,10,1,14,2
37726,300,27,28,2,24,5,13,10,1,19,2
37726,360,31,35,4,30,5,13,12,1,24,3
37726,420,40,39,4,34,5,20,15,1,28,3
37726,480,47,41,4,40,5,23,17,1,35,3
37726,540,56,47,4,43,7,26,17,1,39,3
37726,600,60,53,7,53,7,27,23,2,51,3
37727,60,1,3,2,1,2,1,2,2,1,4
37727,120,1,8,8,1,2,1,2,2,2,4
37727,180,1,9,9,1,3,1,2,9,5,5
37727,240,1,14,13,1,5,1,3,16,8,7
37727,300,3,19,13,1,7,3,4,18,13,10
37727,360,4,26,16,1,7,3,4,24,18,12
37727,420,4,29,20,1,9,3,4,29,18,14
37727,480,4,30,24,1,10,3,4,36,18,16
37727,540,9,37,30,2,13,3,5,38,18,17
37727,600,15,39,35,2,18,3,6,48,18,21
37728,60,3,2,2,2,2,3,2,2,2,2
37728,120,9,2,5,8,3,3,5,8,4,6
37728,180,14,2,6,15,3,3,9,12,7,8
37728,240,21,4,10,18,4,5,15,14,14,13
37728,300,24,4,14,19,6,10,19,15,18,14
37728,360,32,6,18,26,6,13,21,17,24,14
37728,420,40,8,21,34,6,13,24,18,31,16
37728,480,47,8,21,39,6,15,26,18,39,16
37728,540,47,8,29,43,7,15,27,19,47,16
37728,600,47,8,29,43,7,16,30,19,50,18
37729,60,2,1,4,4,1,3,2,3,2,1
37729,120,2,4,5,12,3,4,4,9,2,1
37729,180,2,12,8,16,3,9,5,18,3,1
37729,240,3,15,14,20,4,15,5,26,3,2
37729,300,3,17,21,26,5,16,9,31,3,2
37729,360,3,20,25,30,5,23,14,38,3,2
37729,420,3,24,26,35,7,29,14,43,3,4
37729,480,4,29,26,37,9,29,14,52,5,4
37729,540,4,37,26,39,12,35,15,60,5,5
37729,600,4,42,28,41,13,40,17,69,5,6
37730,60,1,2,2,2,3,1,1,5,3,1
37730,120,4,3,3,2,4,5,1,10,7,2
37730,180,9,5,4,6,5,7,1,17,8,3
37730,240,10,5,6,8,6,10,1,23,10,3
37730,300,10,12,9,9,6,16,1,26,14,3
37730,360,19,14,12,12,8,16,2,32,16,6
37730,420,23,17,12,14,9,24,2,39,17,6
37730,480,24,19,15,14,10,24,2,47,29,6
37730,540,29,19,17,15,10,31,4,52,32,8
37730,600,36,21,17,17,10,35,5,54,40,8
37731,60,1,1,3,2,2,4,1,1,4,1
37731,120,1,1,7,4,3,10,4,3,9,2
37731,180,2,4,13,9,6,13,7,6,13,2
37731,240,3,4,19,16,6,17,13,9,15,3
37731,300,3,5,26,21,7,21,15,12,20,3
37731,360,3,14,34,28,7,29,21,13,28,5
37731,420,3,16,42,28,7,39,25,13,37,6
37731,480,3,25,48,34,8,46,26,18,47,9
37731,540,3,29,54,34,9,50,26,18,56,14
37731,600,3,34,61,37,9,54,28,19,64,17
37732,60,4,2,1,3,4,2,1,3,4,2
37732,120,10,6,2,6,7,5,1,7,5,5
37732,180,20,8,2,10,16,5,2,13,9,8
37732,240,21,12,3,13,23,5,2,20,13,10
37732,300,26,14,3,13,31,8,2,29,16,15
37732,360,27,16,6,17,38,12,2,35,19,19
37732,420,34,17,6,18,46,12,2,35,21,19
37732,480,34,20,6,23,49,12,2,46,25,24
37732,540,40,23,6,28,56,15,3,53,29,25
37732,600,43,25,10,31,64,23,5,61,35,26
37733,60,5,3,1,2,1,1,4,1,3,1
37733,120,9,12,1,2,1,1,9,4,6,1
37733,180,14,15,3,2,3,1,17,5,12,1
37733,240,26,18,3,3,5,1,24,8,15,1
37733,300,34,24,3,3,5,1,32,9,20,1
37733,360,39,29,3,3,6,1,36,9,25,1
37733,420,46,32,5,3,12,1,39,12,28,1
37733,480,56,37,7,3,15,1,41,12,29,1
37733,540,59,43,7,6,17,1,48,13,35,3
37733,600,62,43,7,12,18,3,48,15,39,3
37734,60,2,1,1,2,1,1,1,3,5,1
37734,120,8,2,4,3,7,1,1,8,8,4
37734,180,15,2,4,4,8,2,2,13,13,4
37734,240,23,2,4,4,12,3,3,16,18,7
37734,300,28,2,6,6,15,3,4,18,21,10
37734,360,34,2,6,6,16,5,4,18,23,18
37734,420,40,5,6,7,21,5,4,18,31,19
37734,480,50,5,6,8,21,9,5,20,35,21
37734,540,59,6,8,14,21,9,5,20,37,24
37734,600,64,9,8,15,26,9,5,24,47,26
37735,60,1,2,1,4,2,1,3,2,4,1
37735,120,1,5,4,9,6,2,5,2,9,4
37735,180,1,7,5,12,9,2,12,2,16,6
37735,240,1,8,6,17,12,2,16,5,20,6
37735,300,1,10,6,19,18,3,17,6,29,9
37735,360,2,10,6,24,20,5,18,9,37,12
37735,420,2,12,6,26,24,5,18,15,39,12
37735,480,2,15,6,29,31,6,21,15,41,13
37735,540,2,15,6,30,37,6,25,15,46,15
37735,600,2,15,6,32,45,8,27,18,49,18
37736,60,1,2,5,3,1,1,3,3,1,1
37736,120,1,9,9,5,1,1,5,4,3,3
37736,180,1,17,12,12,1,1,5,5,15,4
37736,240,1,24,16,15,2,2,5,5,17,4
37736,300,1,30,19,18,2,5,5,7,23,4
37736,360,1,42,26,24,2,5,7,8,23,4
37736,420,3,51,34,30,2,6,9,10,23,4
37736,480,3,60,40,38,2,10,9,13,23,4
37736,540,5,72,46,41,5,14,9,15,23,5
37736,600,5,79,52,41,9,15,15,18,27,5
37737,60,2,2,1,1,1,2,3,1,2,1
37737,120,5,8,4,3,2,6,6,3,8,1
37737,180,8,12,5,4,2,12,8,3,15,1
37737,240,13,15,6,5,2,14,13,6,23,1
37737,300,14,16,6,5,2,24,13,12,27,2
37737,360,14,21,7,9,2,29,17,16,32,2
37737,420,14,28,8,14,2,31,19,18,43,2
37737,480,15,28,8,14,2,39,27,19,48,2
37737,540,18,28,8,14,2,47,30,20,48,2
37737,600,23,31,14,16,3,50,32,23,54,3
37738,60,1,1,3,1,3,1,1,1,3,1
37738,120,1,1,6,1,5,2,4,4,4,1
37738,180,2,3,12,1,5,2,5,4,5,1
37738,240,3,6,12,2,7,2,8,7,8,1
37738,300,4,8,18,2,10,3,10,12,10,1
37738,360,5,12,24,2,10,3,14,14,17,1
37738,420,7,12,24,3,15,5,15,14,23,1
37738,480,7,15,28,4,15,6,15,20,28,2
37738,540,8,19,30,4,15,8,16,23,31,2
37738,600,9,21,36,4,17,10,17,24,34,2
37739,60,2,3,4,1,1,3,4,4,1,3
37739,120,2,10,4,1,1,6,8,13,1,8
37739,180,2,16,8,1,1,8,13,20,1,8
37739,240,3,23,10,1,5,10,18,25,1,14
37739,300,3,30,13,1,6,15,23,35,1,14
37739,360,4,31,18,1,8,19,28,41,1,17
37739,420,4,37,23,1,8,19,28,50,1,24
37739,480,4,42,34,3,10,26,36,54,1,32
37739,540,4,46,35,4,18,34,39,58,1,37
37739,600,4,57,39,4,24,39,47,58,2,39
37740,60,2,1,4,3,2,1,2,1,3,4
37740,120,6,1,12,7,4,1,4,3,4,5
37740,180,9,1,14,14,6,4,5,3,5,10
37740,240,15,1,19,18,6,5,6,5,7,16
37740,300,23,2,23,23,6,5,10,8,9,20
37740,360,30,2,30,26,7,6,13,8,10,24
37740,420,34,2,36,26,7,6,17,12,16,30
37740,480,38,3,39,26,8,6,17,14,20,35
37740,540,41,3,40,30,14,6,19,14,20,38
37740,600,41,3,41,35,14,6,21,16,24,40
37741,60,1,1,3,1,3,1,3,3,1,1
37741,120,1,1,8,4,8,4,4,6,2,2
37741,180,1,1,14,4,15,4,6,10,3,2
37741,240,1,2,20,4,21,4,8,13,5,2
37741,300,3,3,21,6,25,4,12,18,8,2
37741,360,6,3,26,9,30,9,14,26,8,3
37741,420,8,7,31,9,42,12,16,34,9,3
37741,480,8,12,34,12,48,13,24,38,10,3
37741,540,8,12,40,12,59,18,25,43,12,3
37741,600,10,12,47,13,70,24,28,48,13,3
37742,60,3,1,2,5,2,4,4,1,1,1
37742,120,9,1,2,9,3,12,7,1,2,1
37742,180,16,1,2,14,6,15,10,1,3,1
37742,240,21,1,2,18,9,20,18,1,3,2
37742,300,27,2,3,19,15,24,28,1,3,3
37742,360,37,3,3,23,18,31,32,1,3,3
37742,420,42,3,3,26,24,37,42,3,3,3
37742,480,53,3,3,28,25,42,51,4,3,4
37742,540,60,4,3,31,29,45,56,7,3,4
37742,600,67,4,3,34,36,49,58,9,4,4
37743,60,3,2,1,1,1,2,1,6,5,1
37743,120,5,6,3,2,1,6,1,9,10,3
37743,180,6,9,4,4,2,13,1,17,13,4
37743,240,7,14,4,5,4,14,1,21,19,4
37743,300,9,17,4,8,8,20,7,23,26,4
37743,360,10,18,6,10,12,24,10,26,31,5
37743,420,15,20,10,10,12,24,10,29,34,7
37743,480,23,20,10,10,14,26,10,29,42,8
37743,540,27,20,10,10,15,32,14,32,42,8
37743,600,30,25,14,10,18,38,18,37,47,8
37744,60,2,1,3,2,1,1,2,1,1,1
37744,120,8,1,6,2,3,1,12,2,3,1
37744,180,12,1,10,2,7,1,16,5,5,2
37744,240,15,2,16,3,7,5,20,9,7,2
37744,300,17,2,21,4,7,7,27,10,8,2
37744,360,26,2,24,6,7,7,32,15,10,2
37744,420,31,2,31,6,10,12,42,15,10,2
37744,480,35,2,39,6,13,17,56,18,12,2
37744,540,37,3,43,7,13,17,64,23,12,3
37744,600,45,3,50,7,14,21,75,25,16,3
37745,60,2,1,1,2,4,1,1,1,2,2
37745,120,3,2,1,7,6,1,1,1,4,7
37745,180,5,2,3,10,10,4,2,1,6,14
37745,240,7,2,3,13,15,5,2,1,10,21
37745,300,7,3,3,18,19,8,2,3,13,21
37745,360,8,3,5,19,23,8,2,3,14,31
37745,420,8,3,5,21,28,9,2,6,15,32
37745,480,8,3,8,29,32,13,3,8,18,35
37745,540,9,4,12,32,37,17,4,12,21,41
37745,600,10,4,12,37,41,18,4,13,25,49
37746,60,1,1,2,1,1,3,6,1,1,4
37746,120,1,3,5,2,3,8,10,1,1,9
37746,180,1,8,8,2,7,14,17,1,4,14
37746,240,1,12,8,5,13,21,23,1,4,21
37746,300,2,18,16,6,19,28,27,1,6,25
37746,360,2,18,20,7,20,35,32,1,9,29
37746,420,2,25,26,7,21,37,39,1,10,36
37746,480,3,34,30,8,27,43,45,1,10,42
37746,540,6,39,30,8,27,48,47,7,13,42
37746,600,7,51,31,13,29,56,49,15,15,47
37747,60,2,3,1,1,1,2,5,4,1,2
37747,120,5,5,1,1,3,4,10,8,4,3
37747,180,5,6,1,4,5,4,12,12,5,4
37747,240,5,6,2,4,5,8,15,16,7,5
37747,300,5,7,2,4,7,14,19,20,8,6
37747,360,7,9,2,7,8,18,20,25,10,7
37747,420,7,13,3,8,8,23,25,25,15,8
37747,480,7,15,7,8,10,25,28,28,15,8
37747,540,7,17,7,8,10,31,36,29,19,8
37747,600,7,18,8,12,12,34,42,31,23,10
37748,60,2,2,1,1,5,2,2,3,2,3
37748,120,2,8,2,5,8,2,2,6,2,8
37748,180,4,12,2,10,13,5,4,9,2,9
37748,240,4,15,2,16,18,8,4,13,4,17
37748,300,7,18,2,19,23,12,5,18,7,18
37748,360,8,21,2,24,28,14,6,20,8,23
37748,420,12,23,3,28,31,14,9,21,8,23
37748,480,14,27,5,35,37,14,13,21,9,23
37748,540,14,30,5,39,43,14,14,21,9,23
37748,600,16,32,5,42,48,18,14,21,10,25
37749,60,2,5,1,1,1,1,2,1,1,2
37749,120,7,8,1,4,2,1,6,1,1,5
37749,180,10,13,3,7,2,1,8,2,2,10
37749,240,18,14,3,10,2,1,13,2,3,13
37749,300,23,15,3,10,2,1,18,5,4,18
37749,360,28,21,5,13,2,1,21,5,5,25
37749,420,35,21,5,18,2,1,27,7,5,31
37749,480,37,21,5,19,2,1,36,12,7,32
37749,540,42,24,5,19,3,1,43,12,7,39
37749,600,42,25,5,25,3,1,51,12,7,43
37750,60,5,1,2,4,3,4,2,3,2,1
37750,120,10,1,3,7,7,13,4,8,5,2
37750,180,15,3,7,9,7,18,4,10,7,2
37750,240,20,3,8,14,7,27,9,13,12,2
37750,300,27,3,10,17,8,37,15,14,13,2
37750,360,37,3,13,24,13,45,15,17,18,3
37750,420,40,3,15,30,16,48,21,21,21,4
37750,480,47,3,23,34,23,52,23,23,24,6
37750,540,49,4,24,38,29,59,24,27,31,6
37750,600,54,5,25,46,34,63,28,29,36,6
37751,60,2,1,2,3,1,3,1,1,4,2
37751,120,2,1,6,6,4,7,2,1,6,7
37751,180,3,1,10,8,4,10,10,4,7,12
37751,240,3,2,18,10,5,17,14,6,7,14
37751,300,6,4,23,15,5,20,20,8,9,18
37751,360,13,4,35,19,5,20,24,8,12,21
37751,420,14,4,38,28,5,20,25,8,13,23
37751,480,14,4,46,36,6,27,30,9,13,23
37751,540,17,7,49,43,6,30,34,9,14,26
37751,600,18,8,51,49,6,34,40,10,14,32
37752,60,6,2,2,1,1,2,3,3,1,3
37752,120,8,5,2,1,5,6,12,4,1,9
37752,180,9,8,2,1,8,6,16,6,1,14
37752,240,12,13,3,3,8,6,24,7,1,20
37752,300,16,15,3,5,12,8,30,7,1,27
37752,360,20,17,3,5,15,10,38,9,1,32
37752,420,27,19,3,7,28,14,46,9,1,38
37752,480,36,23,7,12,34,15,56,9,1,45
37752,540,40,23,9,13,37,16,63,9,1,51
37752,600,49,34,9,15,42,17,72,15,1,60
37753,60,4,2,2,1,4,4,1,1,2,2
37753,120,9,4,2,1,5,5,4,1,2,9
37753,180,17,4,4,1,8,8,4,1,5,14
37753,240,20,7,4,4,10,12,7,1,5,17
37753,300,26,10,4,5,13,21,8,3,5,17
37753,360,31,10,6,5,13,26,9,8,6,18
37753,420,35,12,13,6,18,28,12,9,7,21
37753,480,37,13,20,7,24,29,16,10,7,21
37753,540,40,15,24,7,26,31,19,10,12,21
37753,600,46,20,31,7,35,42,23,14,13,23
37754,60,3,1,2,1,1,1,3,2,1,1
37754,120,5,1,6,1,1,1,5,5,2,3
37754,180,6,1,8,1,1,8,7,10,3,5
37754,240,12,2,9,3,1,10,8,12,3,7
37754,300,18,2,13,3,4,10,14,14,3,7
37754,360,24,2,17,4,4,13,19,18,3,13
37754,420,27,3,19,7,5,14,23,24,3,13
37754,480,30,3,24,8,5,14,27,30,3,19
37754,540,31,5,28,9,5,17,30,36,3,21
37754,600,41,6,34,10,5,24,37,38,4,23
37755,60,1,1,2,2,1,4,1,3,1,1
37755,120,6,5,6,8,1,10,1,8,2,4
37755,180,10,6,13,13,1,12,1,10,2,6
37755,240,14,8,15,17,2,14,1,18,3,8
37755,300,20,13,17,20,3,15,2,23,3,13
37755,360,26,18,25,21,5,15,2,25,3,17
37755,420,34,25,32,28,5,18,3,26,3,21
37755,480,38,30,39,29,5,19,4,30,3,21
37755,540,41,38,45,34,7,25,5,36,3,21
37755,600,48,41,47,35,7,29,5,37,3,24
37756,60,1,1,3,1,5,1,1,1,3,2
37756,120,1,2,8,8,10,4,1,1,10,10
37756,180,1,4,12,8,15,4,3,1,14,19
37756,240,1,5,19,21,23,9,4,2,18,24
37756,300,1,10,27,21,25,12,4,3,20,30
37756,360,1,12,31,31,34,12,4,4,26,32
37756,420,1,14,40,31,39,15,4,9,26,36
37756,480,1,18,47,41,48,15,4,9,34,43
37756,540,1,20,57,47,58,18,5,9,37,52
37756,600,1,23,62,47,62,24,5,9,46,61
37757,60,3,1,3,2,1,2,3,1,1,2
37757,120,5,4,8,4,2,5,8,2,1,2
37757,180,6,6,14,9,2,6,10,9,1,2
37757,240,6,7,19,14,2,8,14,12,1,2
37757,300,10,14,24,20,2,9,15,15,1,2
37757,360,10,18,28,27,2,16,16,19,1,3
37757,420,10,25,34,31,2,17,17,24,2,5
37757,480,10,27,37,37,4,21,19,32,2,5
37757,540,12,38,40,38,4,21,21,38,2,5
37757,600,15,47,45,46,4,32,27,41,2,7
37758,60,2,3,1,1,3,1,1,2,2,3
37758,120,6,5,2,1,8,4,1,2,6,5
37758,180,13,12,2,1,14,7,1,4,9,7
37758,240,16,16,2,3,17,9,3,5,13,8
37758,300,18,23,2,4,24,14,6,5,13,13
37758,360,21,26,4,5,24,16,13,7,16,15
37758,420,23,26,4,5,27,21,16,9,16,18
37758,480,27,27,5,7,29,25,19,9,16,19
37758,540,28,32,5,7,29,28,24,12,17,26
37758,600,29,35,5,7,29,31,26,13,17,29
37759,60,3,1,1,4,1,4,4,2,3,1
37759,120,4,5,2,10,2,6,9,4,4,4
37759,180,7,7,5,17,3,8,12,5,5,6
37759,240,9,12,7,19,5,15,15,7,5,9
37759,300,13,15,10,25,7,23,19,8,5,10
37759,360,13,17,10,27,8,26,20,8,7,10
37759,420,15,18,10,32,10,26,25,8,7,10
37759,480,21,25,10,37,12,30,34,8,7,10
37759,540,24,31,16,37,12,30,40,15,8,14
37759,600,26,40,19,39,12,30,47,17,8,20
37760,60,1,1,1,5,5,1,3,1,4,1
37760,120,4,1,3,6,10,5,10,1,6,1
37760,180,6,1,7,9,15,8,15,3,13,1
37760,240,9,5,9,12,17,14,23,5,18,1
37760,300,14,5,10,15,27,14,26,5,21,1
37760,360,17,5,10,20,35,15,31,5,23,1
37760,420,20,6,10,25,41,16,38,5,29,2
37760,480,20,12,10,26,48,18,48,5,32,4
37760,540,27,12,17,28,49,18,54,6,34,4
37760,600,31,13,18,34,49,23,58,6,43,5
37761,60,1,1,4,2,1,1,5,2,1,1
37761,120,3,1,7,2,4,4,5,2,1,9
